iDeal-AliExpress-Products-2023-10-07
AliExpess ID,AliExpess Link,Exist
1005004598619225,https://www.aliexpress.com/item/1005004598619225.html,TRUE
1005005518360592,https://www.aliexpress.com/item/1005005518360592.html,FALSE
1005002858346492,https://www.aliexpress.com/item/1005002858346492.html,TRUE
498019,https://www.aliexpress.com/item/498019.html,FALSE
1005005630903713,https://www.aliexpress.com/item/1005005630903713.html,TRUE
1005004090660224,https://www.aliexpress.com/item/1005004090660224.html,TRUE
1005004223153538,https://www.aliexpress.com/item/1005004223153538.html,TRUE
1005004268520421,https://www.aliexpress.com/item/1005004268520421.html,TRUE
1005004530469845,https://www.aliexpress.com/item/1005004530469845.html,TRUE
1005003401412170,https://www.aliexpress.com/item/1005003401412170.html,TRUE
387609,https://www.aliexpress.com/item/387609.html,FALSE
1005004495130097,https://www.aliexpress.com/item/1005004495130097.html,TRUE
1005004451298679,https://www.aliexpress.com/item/1005004451298679.html,TRUE
1005004251854560,https://www.aliexpress.com/item/1005004251854560.html,TRUE
1005003670019033,https://www.aliexpress.com/item/1005003670019033.html,TRUE
1005005044624752,https://www.aliexpress.com/item/1005005044624752.html,TRUE
1005005626069214,https://www.aliexpress.com/item/1005005626069214.html,FALSE
1005004272138072,https://www.aliexpress.com/item/1005004272138072.html,TRUE
1005004695456546,https://www.aliexpress.com/item/1005004695456546.html,TRUE
1005005804202640,https://www.aliexpress.com/item/1005005804202640.html,TRUE
1005005807312348,https://www.aliexpress.com/item/1005005807312348.html,TRUE
1005004559957111,https://www.aliexpress.com/item/1005004559957111.html,TRUE
1005004531554230,https://www.aliexpress.com/item/1005004531554230.html,TRUE
1005005917025886,https://www.aliexpress.com/item/1005005917025886.html,FALSE
498354,https://www.aliexpress.com/item/498354.html,FALSE
1005005682802607,https://www.aliexpress.com/item/1005005682802607.html,TRUE
520817,https://www.aliexpress.com/item/520817.html,FALSE
1005004296843367,https://www.aliexpress.com/item/1005004296843367.html,TRUE
1005004624228384,https://www.aliexpress.com/item/1005004624228384.html,TRUE
3256804427000408,https://www.aliexpress.com/item/3256804427000408.html,TRUE
1005005871256525,https://www.aliexpress.com/item/1005005871256525.html,TRUE
4001308374291,https://www.aliexpress.com/item/4001308374291.html,TRUE
1005004072540148,https://www.aliexpress.com/item/1005004072540148.html,TRUE
521556,https://www.aliexpress.com/item/521556.html,FALSE
1005002641068230,https://www.aliexpress.com/item/1005002641068230.html,TRUE
1005005589008990,https://www.aliexpress.com/item/1005005589008990.html,TRUE
1005005473557315,https://www.aliexpress.com/item/1005005473557315.html,TRUE
1005005528396011,https://www.aliexpress.com/item/1005005528396011.html,TRUE
4000098979932,https://www.aliexpress.com/item/4000098979932.html,TRUE
499760,https://www.aliexpress.com/item/499760.html,FALSE
1005005398972998,https://www.aliexpress.com/item/1005005398972998.html,TRUE
2,https://www.aliexpress.com/item/0000000000002.html,FALSE
1005003580636058,https://www.aliexpress.com/item/1005003580636058.html,TRUE
1005003510679015,https://www.aliexpress.com/item/1005003510679015.html,TRUE
1005005250391999,https://www.aliexpress.com/item/1005005250391999.html,FALSE
4001128742369,https://www.aliexpress.com/item/4001128742369.html,TRUE
32584331831,https://www.aliexpress.com/item/32584331831.html,TRUE
1005004150697182,https://www.aliexpress.com/item/1005004150697182.html,TRUE
1005003663583323,https://www.aliexpress.com/item/1005003663583323.html,TRUE
